time(s) 	 Pos(mm) 	 Speed(mm/s) 	 u 	 Err
2.860822 	 2.047500 	 0.850091 	 0.809752 	 -0.427995
2.863819 	 2.050000 	 0.849121 	 0.811027 	 -0.427946
2.866822 	 2.052500 	 0.848797 	 0.811452 	 -0.429597
2.869821 	 2.055000 	 0.848151 	 0.812300 	 -0.430400
2.872820 	 2.057500 	 0.847504 	 0.813148 	 -0.431204
2.875856 	 2.060000 	 0.846535 	 0.814419 	 -0.431162
2.878859 	 2.062500 	 0.845889 	 0.815265 	 -0.431969
2.881821 	 2.065000 	 0.845243 	 0.816111 	 -0.432778
2.884820 	 2.067500 	 0.844598 	 0.816956 	 -0.433588
2.888820 	 2.070000 	 0.843630 	 0.818223 	 -0.433555
2.891820 	 2.072500 	 0.842986 	 0.819066 	 -0.434368
2.894818 	 2.075000 	 0.842019 	 0.820330 	 -0.434340
2.897819 	 2.077500 	 0.841375 	 0.821172 	 -0.435156
2.901855 	 2.080000 	 0.840731 	 0.822013 	 -0.435974
2.904854 	 2.082500 	 0.840088 	 0.822854 	 -0.436793
2.907855 	 2.085000 	 0.839444 	 0.823694 	 -0.437613
2.910855 	 2.087500 	 0.839123 	 0.824113 	 -0.439273
2.914855 	 2.090000 	 0.837838 	 0.825791 	 -0.438419
2.917857 	 2.092500 	 0.837517 	 0.826209 	 -0.440081
2.920854 	 2.095000 	 0.836554 	 0.827465 	 -0.440069
2.924852 	 2.097500 	 0.835912 	 0.828302 	 -0.440897
2.928817 	 2.100000 	 0.835271 	 0.829137 	 -0.441725
2.931815 	 2.102500 	 0.834630 	 0.829973 	 -0.442555
2.935852 	 2.105000 	 0.833670 	 0.831224 	 -0.442552
2.938855 	 2.107500 	 0.833350 	 0.831641 	 -0.444218
2.943816 	 2.110000 	 0.832390 	 0.832890 	 -0.444219
2.947815 	 2.112500 	 0.831112 	 0.834554 	 -0.443392
2.950854 	 2.115000 	 0.830793 	 0.834970 	 -0.445061
2.954852 	 2.117500 	 0.830155 	 0.835800 	 -0.445899
2.958852 	 2.120000 	 0.828880 	 0.837460 	 -0.445081
2.963820 	 2.122500 	 0.828243 	 0.838288 	 -0.445923
2.967816 	 2.125000 	 0.827288 	 0.839530 	 -0.445939
2.970850 	 2.127500 	 0.826652 	 0.840357 	 -0.446785
2.974852 	 2.130000 	 0.825698 	 0.841597 	 -0.446806
2.978814 	 2.132500 	 0.825063 	 0.842423 	 -0.447655
2.982851 	 2.135000 	 0.824111 	 0.843660 	 -0.447681
2.986814 	 2.137500 	 0.823477 	 0.844484 	 -0.448533
2.990814 	 2.140000 	 0.822527 	 0.845718 	 -0.448563
2.994814 	 2.142500 	 0.821578 	 0.846952 	 -0.448597
2.998812 	 2.145000 	 0.820630 	 0.848184 	 -0.448633
3.002869 	 2.147500 	 0.819999 	 0.849004 	 -0.449492
3.006849 	 2.150000 	 0.819368 	 0.849824 	 -0.450352
3.010850 	 2.152500 	 0.818422 	 0.851052 	 -0.450395
3.015812 	 2.155000 	 0.817477 	 0.852280 	 -0.450441
3.020846 	 2.157500 	 0.816219 	 0.853914 	 -0.449673
3.024812 	 2.160000 	 0.815277 	 0.855137 	 -0.449725
3.028813 	 2.162500 	 0.814650 	 0.855953 	 -0.450595
3.032809 	 2.165000 	 0.814023 	 0.856767 	 -0.451466
3.037808 	 2.167500 	 0.812458 	 0.858801 	 -0.449899
3.041809 	 2.170000 	 0.811832 	 0.859613 	 -0.450774
3.045854 	 2.172500 	 0.810583 	 0.861236 	 -0.450029
3.049814 	 2.175000 	 0.810272 	 0.861641 	 -0.451718
3.053810 	 2.177500 	 0.809337 	 0.862856 	 -0.451788
3.057810 	 2.180000 	 0.808714 	 0.863665 	 -0.452670
3.061810 	 2.182500 	 0.807470 	 0.865281 	 -0.451937
3.065809 	 2.185000 	 0.806849 	 0.866089 	 -0.452822
3.069847 	 2.187500 	 0.806229 	 0.866895 	 -0.453709
3.073806 	 2.190000 	 0.805919 	 0.867299 	 -0.455403
3.077843 	 2.192500 	 0.804680 	 0.868910 	 -0.454681
3.081809 	 2.195000 	 0.803753 	 0.870116 	 -0.454768
3.085809 	 2.197500 	 0.803444 	 0.870518 	 -0.456464
3.090844 	 2.200000 	 0.802209 	 0.872124 	 -0.455752
3.094843 	 2.202500 	 0.801901 	 0.872525 	 -0.457450
3.098842 	 2.205000 	 0.801285 	 0.873327 	 -0.458346
3.103846 	 2.207500 	 0.800055 	 0.874928 	 -0.457643
3.107844 	 2.210000 	 0.799134 	 0.876128 	 -0.457744
3.111842 	 2.212500 	 0.797908 	 0.877725 	 -0.457049
3.115805 	 2.215000 	 0.797601 	 0.878124 	 -0.458751
3.120806 	 2.217500 	 0.796378 	 0.879719 	 -0.458063
3.125843 	 2.220000 	 0.795767 	 0.880515 	 -0.458970
3.129805 	 2.222500 	 0.795157 	 0.881310 	 -0.459879
3.134840 	 2.225000 	 0.793939 	 0.882900 	 -0.459200
3.138840 	 2.227500 	 0.793026 	 0.884090 	 -0.459319
3.141804 	 2.230000 	 0.792722 	 0.884487 	 -0.461026
3.146805 	 2.232500 	 0.791509 	 0.886071 	 -0.460357
3.150841 	 2.235000 	 0.790600 	 0.887258 	 -0.460484
3.154803 	 2.237500 	 0.789995 	 0.888049 	 -0.461403
3.158839 	 2.240000 	 0.789391 	 0.888838 	 -0.462323
3.162802 	 2.242500 	 0.788485 	 0.890022 	 -0.462456
3.166802 	 2.245000 	 0.787883 	 0.890810 	 -0.463379
3.170840 	 2.247500 	 0.786980 	 0.891992 	 -0.463516
3.174840 	 2.250000 	 0.786378 	 0.892779 	 -0.464443
3.178803 	 2.252500 	 0.786078 	 0.893172 	 -0.466156
3.182802 	 2.255000 	 0.785178 	 0.894350 	 -0.466299
3.186802 	 2.257500 	 0.784578 	 0.895136 	 -0.467229
3.190840 	 2.260000 	 0.783681 	 0.896312 	 -0.467376
3.195799 	 2.262500 	 0.782784 	 0.897487 	 -0.467526
3.199838 	 2.265000 	 0.781591 	 0.899052 	 -0.466897
3.203837 	 2.267500 	 0.780996 	 0.899833 	 -0.467834
3.207838 	 2.270000 	 0.780401 	 0.900614 	 -0.468772
3.212798 	 2.272500 	 0.779510 	 0.901784 	 -0.468932
3.217801 	 2.275000 	 0.778324 	 0.903342 	 -0.468315
3.222835 	 2.277500 	 0.777733 	 0.904120 	 -0.469259
3.226836 	 2.280000 	 0.776846 	 0.905287 	 -0.469427
3.230800 	 2.282500 	 0.776256 	 0.906063 	 -0.470373
3.234798 	 2.285000 	 0.775666 	 0.906839 	 -0.471321
3.239797 	 2.287500 	 0.774783 	 0.908002 	 -0.471495
3.244834 	 2.290000 	 0.773902 	 0.909164 	 -0.471672
3.248796 	 2.292500 	 0.773315 	 0.909938 	 -0.472624
3.252796 	 2.295000 	 0.772436 	 0.911097 	 -0.472805
3.256795 	 2.297500 	 0.771851 	 0.911870 	 -0.473760
3.260835 	 2.300000 	 0.770682 	 0.913413 	 -0.473175
3.264832 	 2.302500 	 0.770099 	 0.914183 	 -0.474134
3.268834 	 2.305000 	 0.769517 	 0.914953 	 -0.475094
3.272795 	 2.307500 	 0.768644 	 0.916107 	 -0.475286
3.276796 	 2.310000 	 0.768064 	 0.916875 	 -0.476249
3.280794 	 2.312500 	 0.767483 	 0.917643 	 -0.477213
3.284813 	 2.315000 	 0.766325 	 0.919177 	 -0.476645
3.288831 	 2.317500 	 0.765747 	 0.919944 	 -0.477613
3.293832 	 2.320000 	 0.764593 	 0.921474 	 -0.477052
3.297830 	 2.322500 	 0.763730 	 0.922621 	 -0.477259
3.302795 	 2.325000 	 0.763155 	 0.923384 	 -0.478231
3.306816 	 2.327500 	 0.762294 	 0.924529 	 -0.478443
3.310791 	 2.330000 	 0.761434 	 0.925672 	 -0.478657
3.314812 	 2.332500 	 0.760862 	 0.926433 	 -0.479634
3.319830 	 2.335000 	 0.759720 	 0.927954 	 -0.479092
3.324829 	 2.337500 	 0.758865 	 0.929093 	 -0.479314
3.329792 	 2.340000 	 0.758012 	 0.930231 	 -0.479538
3.333794 	 2.342500 	 0.757444 	 0.930989 	 -0.480523
3.338827 	 2.345000 	 0.756594 	 0.932124 	 -0.480751
3.342792 	 2.347500 	 0.755745 	 0.933259 	 -0.480982
3.346789 	 2.350000 	 0.755180 	 0.934014 	 -0.481971
3.350791 	 2.352500 	 0.754615 	 0.934770 	 -0.482961
3.355826 	 2.355000 	 0.753489 	 0.936278 	 -0.482444
3.359826 	 2.357500 	 0.752926 	 0.937031 	 -0.483438
3.364789 	 2.360000 	 0.752084 	 0.938160 	 -0.483680
3.368826 	 2.362500 	 0.751244 	 0.939288 	 -0.483924
3.373789 	 2.365000 	 0.750126 	 0.940790 	 -0.483421
3.377787 	 2.367500 	 0.749568 	 0.941540 	 -0.484421
3.381789 	 2.370000 	 0.749010 	 0.942289 	 -0.485422
3.386789 	 2.372500 	 0.748176 	 0.943412 	 -0.485676
3.390789 	 2.375000 	 0.747343 	 0.944534 	 -0.485932
3.395788 	 2.377500 	 0.746235 	 0.946028 	 -0.485444
3.399788 	 2.380000 	 0.745406 	 0.947147 	 -0.485707
3.403826 	 2.382500 	 0.744578 	 0.948264 	 -0.485971
3.407785 	 2.385000 	 0.744027 	 0.949009 	 -0.486982
3.412792 	 2.387500 	 0.743202 	 0.950124 	 -0.487251
3.416785 	 2.390000 	 0.742105 	 0.951610 	 -0.486780
3.421823 	 2.392500 	 0.741010 	 0.953093 	 -0.486313
3.425823 	 2.395000 	 0.740464 	 0.953834 	 -0.487331
3.429823 	 2.397500 	 0.739646 	 0.954945 	 -0.487611
3.434785 	 2.400000 	 0.738830 	 0.956054 	 -0.487893
3.438785 	 2.402500 	 0.738015 	 0.957161 	 -0.488177
3.442783 	 2.405000 	 0.737202 	 0.958268 	 -0.488464
3.447783 	 2.407500 	 0.736661 	 0.959005 	 -0.489490
3.451822 	 2.410000 	 0.735851 	 0.960110 	 -0.489780
3.456820 	 2.412500 	 0.735042 	 0.961213 	 -0.490074
3.460821 	 2.415000 	 0.734235 	 0.962315 	 -0.490369
3.464819 	 2.417500 	 0.733697 	 0.963049 	 -0.491401
3.468821 	 2.420000 	 0.732625 	 0.964516 	 -0.491701
3.472782 	 2.422500 	 0.732358 	 0.964882 	 -0.492735
3.477818 	 2.425000 	 0.731289 	 0.966346 	 -0.492308
3.482821 	 2.427500 	 0.730756 	 0.967077 	 -0.493345
3.486818 	 2.430000 	 0.730223 	 0.967808 	 -0.494384
3.490820 	 2.432500 	 0.729426 	 0.968903 	 -0.494694
3.495824 	 2.435000 	 0.728630 	 0.969997 	 -0.495007
3.499819 	 2.437500 	 0.728100 	 0.970725 	 -0.496050
3.504821 	 2.440000 	 0.727043 	 0.972181 	 -0.495639
3.508818 	 2.442500 	 0.726516 	 0.972907 	 -0.496685
3.513780 	 2.445000 	 0.725726 	 0.973997 	 -0.497006
3.517818 	 2.447500 	 0.724938 	 0.975085 	 -0.497330
3.522779 	 2.450000 	 0.724413 	 0.975810 	 -0.498380
3.527780 	 2.452500 	 0.723105 	 0.977620 	 -0.497261
3.532795 	 2.455000 	 0.722322 	 0.978704 	 -0.497592
3.537779 	 2.457500 	 0.721541 	 0.979787 	 -0.497926
3.542777 	 2.460000 	 0.720761 	 0.980869 	 -0.498262
3.546814 	 2.462500 	 0.719983 	 0.981950 	 -0.498601
3.551779 	 2.465000 	 0.719466 	 0.982669 	 -0.499661
3.555816 	 2.467500 	 0.718432 	 0.983748 	 -0.499285
3.559814 	 2.470000 	 0.717917 	 0.984826 	 -0.500348
3.564779 	 2.472500 	 0.717402 	 0.985544 	 -0.501413
3.568814 	 2.475000 	 0.716631 	 0.986619 	 -0.501761
3.573813 	 2.477500 	 0.715605 	 0.988052 	 -0.501396
3.577813 	 2.480000 	 0.715094 	 0.988767 	 -0.502465
3.581814 	 2.482500 	 0.714072 	 0.990197 	 -0.502106
3.585777 	 2.485000 	 0.713817 	 0.990554 	 -0.503892
3.589777 	 2.487500 	 0.713054 	 0.991624 	 -0.504252
3.594775 	 2.490000 	 0.712038 	 0.993050 	 -0.504613
3.599814 	 2.492500 	 0.711279 	 0.994117 	 -0.504266
3.603813 	 2.495000 	 0.710773 	 0.994828 	 -0.505343
3.608813 	 2.497500 	 0.710016 	 0.995894 	 -0.505712
3.612812 	 2.500000 	 0.709260 	 0.996959 	 -0.506082
3.616773 	 2.502500 	 0.708758 	 0.997668 	 -0.507164
3.620773 	 2.505000 	 0.708507 	 0.998022 	 -0.508955
3.625771 	 2.507500 	 0.707504 	 0.999439 	 -0.508623
