time(s) 	 Pos(mm) 	 Speed(mm/s) 	 u 	 Err
3.167799 	 2.230000 	 0.815905 	 0.854322 	 -0.521357
3.172799 	 2.232500 	 0.814963 	 0.855545 	 -0.521410
3.176798 	 2.235000 	 0.814023 	 0.856767 	 -0.521466
3.180799 	 2.237500 	 0.813083 	 0.857988 	 -0.521525
3.184798 	 2.240000 	 0.812458 	 0.858801 	 -0.522399
3.189801 	 2.242500 	 0.811832 	 0.859613 	 -0.523274
3.193797 	 2.245000 	 0.811208 	 0.860425 	 -0.524151
3.197798 	 2.247500 	 0.810272 	 0.861641 	 -0.524218
3.201798 	 2.250000 	 0.809337 	 0.862856 	 -0.524288
3.205800 	 2.252500 	 0.808714 	 0.863665 	 -0.525170
3.209798 	 2.255000 	 0.808403 	 0.864069 	 -0.526861
3.214798 	 2.257500 	 0.808092 	 0.864474 	 -0.526053
3.218797 	 2.260000 	 0.806849 	 0.866089 	 -0.527822
3.222797 	 2.262500 	 0.806539 	 0.866492 	 -0.529516
3.227796 	 2.265000 	 0.805609 	 0.867702 	 -0.529597
3.231796 	 2.267500 	 0.804990 	 0.868507 	 -0.530486
3.235798 	 2.270000 	 0.804371 	 0.869312 	 -0.531376
3.239796 	 2.272500 	 0.803753 	 0.870116 	 -0.532268
3.244796 	 2.275000 	 0.802826 	 0.871321 	 -0.532358
3.248794 	 2.277500 	 0.801901 	 0.872525 	 -0.532450
3.252793 	 2.280000 	 0.801285 	 0.873327 	 -0.533346
3.257793 	 2.282500 	 0.800670 	 0.874128 	 -0.534244
3.262794 	 2.285000 	 0.799441 	 0.875728 	 -0.533543
3.267794 	 2.287500 	 2.000000 	 0.876528 	 -0.534445
3.271792 	 2.290000 	 0.798214 	 0.877326 	 -0.535347
3.276793 	 2.292500 	 0.797295 	 0.878523 	 -0.535454
3.280792 	 2.295000 	 0.796378 	 0.879719 	 -0.535563
3.284793 	 2.297500 	 0.795767 	 0.880515 	 -0.536470
3.288792 	 2.300000 	 0.795462 	 0.880913 	 -0.538175
3.292793 	 2.302500 	 0.794852 	 0.881708 	 -0.539084
3.296791 	 2.305000 	 0.794243 	 0.882503 	 -0.539995
3.300793 	 2.307500 	 0.793330 	 0.883694 	 -0.540113
3.304793 	 2.310000 	 0.792722 	 0.884487 	 -0.541026
3.308792 	 2.312500 	 0.792115 	 0.885279 	 -0.541941
3.312791 	 2.315000 	 0.791206 	 0.886467 	 -0.542066
3.317792 	 2.317500 	 0.790298 	 0.887653 	 -0.542193
3.321792 	 2.320000 	 0.789693 	 0.888444 	 -0.543113
3.325789 	 2.322500 	 0.789089 	 0.889233 	 -0.544034
3.329790 	 2.325000 	 0.788184 	 0.890416 	 -0.544167
3.333790 	 2.327500 	 0.787581 	 0.891204 	 -0.545091
3.337790 	 2.330000 	 0.786980 	 0.891992 	 -0.546016
3.341789 	 2.332500 	 0.786078 	 0.893172 	 -0.546156
3.345789 	 2.335000 	 0.785778 	 0.893565 	 -0.547870
3.349789 	 2.337500 	 0.784878 	 0.894743 	 -0.548014
3.353788 	 2.340000 	 0.783980 	 0.895920 	 -0.548160
3.357787 	 2.342500 	 0.783681 	 0.896312 	 -0.549876
3.361788 	 2.345000 	 0.782784 	 0.897487 	 -0.550026
3.366788 	 2.347500 	 0.781889 	 0.898661 	 -0.550179
3.370788 	 2.350000 	 0.780996 	 0.899833 	 -0.550334
3.374787 	 2.352500 	 0.780401 	 0.900614 	 -0.551272
3.378787 	 2.355000 	 0.779807 	 0.901394 	 -0.552212
3.382787 	 2.357500 	 0.778917 	 0.902563 	 -0.552373
3.386786 	 2.360000 	 0.778324 	 0.903342 	 -0.553315
3.391787 	 2.362500 	 0.777437 	 0.904509 	 -0.553481
3.395786 	 2.365000 	 0.777141 	 0.904898 	 -0.555204
3.399784 	 2.367500 	 0.776256 	 0.906063 	 -0.555373
3.403785 	 2.370000 	 0.775372 	 0.907227 	 -0.555546
3.407785 	 2.372500 	 0.775077 	 0.907615 	 -0.557270
3.412783 	 2.375000 	 0.774195 	 0.908777 	 -0.557446
3.417783 	 2.377500 	 0.773315 	 0.909938 	 -0.557624
3.421787 	 2.380000 	 0.772143 	 0.911484 	 -0.557033
3.425784 	 2.382500 	 0.771851 	 0.911870 	 -0.558760
3.441784 	 2.385000 	 0.770974 	 0.913027 	 -0.558946
3.445782 	 2.387500 	 0.770391 	 0.913798 	 -0.559904
3.450782 	 2.390000 	 0.770099 	 0.914183 	 -0.561634
3.455785 	 2.392500 	 0.769226 	 0.915338 	 -0.561824
3.459782 	 2.395000 	 0.768644 	 0.916107 	 -0.562786
3.463781 	 2.397500 	 0.768064 	 0.916875 	 -0.563749
3.467781 	 2.400000 	 0.767194 	 0.918027 	 -0.563946
3.471780 	 2.402500 	 0.766615 	 0.918794 	 -0.564912
3.475782 	 2.405000 	 0.765459 	 0.920326 	 -0.564347
3.479780 	 2.407500 	 0.764882 	 0.921092 	 -0.565316
3.483781 	 2.410000 	 0.764593 	 0.921474 	 -0.567052
3.487780 	 2.412500 	 0.763730 	 0.922621 	 -0.567259
3.491779 	 2.415000 	 0.763155 	 0.923384 	 -0.568231
3.496778 	 2.417500 	 0.762007 	 0.924910 	 -0.567681
3.501779 	 2.420000 	 0.761148 	 0.926052 	 -0.567895
3.505781 	 2.422500 	 0.760291 	 0.927194 	 -0.568113
3.509780 	 2.425000 	 0.759435 	 0.928334 	 -0.568333
3.513793 	 2.427500 	 0.758865 	 0.929093 	 -0.569314
3.517778 	 2.430000 	 0.758012 	 0.930231 	 -0.569538
3.521778 	 2.432500 	 0.757161 	 0.931367 	 -0.569765
3.526776 	 2.435000 	 0.756311 	 0.932503 	 -0.569995
3.530777 	 2.437500 	 0.755462 	 0.933637 	 -0.570227
3.534777 	 2.440000 	 0.754897 	 0.934392 	 -0.571216
3.538778 	 2.442500 	 0.754333 	 0.935147 	 -0.572206
3.542777 	 2.445000 	 0.753770 	 0.935901 	 -0.573198
3.546778 	 2.447500 	 0.752926 	 0.937031 	 -0.573438
3.550780 	 2.450000 	 0.752365 	 0.937784 	 -0.574432
3.554775 	 2.452500 	 0.752365 	 0.937784 	 -0.574432
3.558775 	 2.455000 	 0.751804 	 0.938536 	 -0.577928
3.563776 	 2.457500 	 0.750684 	 0.940039 	 -0.577422
3.567775 	 2.460000 	 0.750405 	 0.940414 	 -0.579171
3.571776 	 2.462500 	 0.749289 	 0.941914 	 -0.578671
3.575775 	 2.465000 	 0.748732 	 0.942663 	 -0.579673
3.579774 	 2.467500 	 0.748454 	 0.943038 	 -0.581424
3.584774 	 2.470000 	 0.747343 	 0.944534 	 -0.580932
3.588774 	 2.472500 	 0.747066 	 0.944908 	 -0.582685
3.593772 	 2.475000 	 0.746235 	 0.946028 	 -0.582944
3.598772 	 2.477500 	 0.745406 	 0.947147 	 -0.583207
3.602772 	 2.480000 	 0.744854 	 0.947892 	 -0.584216
3.607771 	 2.482500 	 0.743752 	 0.949381 	 -0.583738
3.612773 	 2.485000 	 0.742928 	 0.950496 	 -0.584008
3.616771 	 2.487500 	 0.742379 	 0.951239 	 -0.585022
3.620772 	 2.490000 	 0.741831 	 0.951981 	 -0.586038
3.624770 	 2.492500 	 0.740737 	 0.953464 	 -0.585572
3.628771 	 2.495000 	 0.739919 	 0.954575 	 -0.585851
3.633770 	 2.497500 	 0.739374 	 0.955314 	 -0.586871
3.638769 	 2.500000 	 0.738558 	 0.956423 	 -0.587154
3.643769 	 2.502500 	 0.737202 	 0.958268 	 -0.585964
3.648770 	 2.505000 	 0.736661 	 0.959005 	 -0.586990
3.652770 	 2.507500 	 0.736120 	 0.959742 	 -0.588017
3.657769 	 2.510000 	 0.735311 	 0.960845 	 -0.588309
3.662769 	 2.512500 	 0.734503 	 0.961948 	 -0.588604
3.666769 	 2.515000 	 0.733697 	 0.963049 	 -0.588901
3.671769 	 2.517500 	 0.732893 	 0.964150 	 -0.589201
3.676769 	 2.520000 	 0.732090 	 0.965248 	 -0.589503
3.681768 	 2.522500 	 0.731022 	 0.966712 	 -0.589076
3.683766 	 2.525000 	 0.730756 	 0.967077 	 -0.590845
3.688767 	 2.527500 	 0.729957 	 0.968173 	 -0.591154
3.692767 	 2.530000 	 0.729160 	 0.969268 	 -0.591465
3.696771 	 2.532500 	 0.728365 	 0.970361 	 -0.591778
3.700767 	 2.535000 	 0.727572 	 0.971453 	 -0.592094
3.704766 	 2.537500 	 0.727043 	 0.972181 	 -0.593139
3.709765 	 2.540000 	 0.726252 	 0.973271 	 -0.593459
3.713766 	 2.542500 	 0.725463 	 0.974360 	 -0.593781
3.718767 	 2.545000 	 0.724675 	 0.975448 	 -0.594105
3.722764 	 2.547500 	 0.724151 	 0.976172 	 -0.595156
3.727765 	 2.550000 	 0.723628 	 0.976896 	 -0.596208
3.731765 	 2.552500 	 0.722844 	 0.977981 	 -0.596538
3.735764 	 2.555000 	 0.722322 	 0.978704 	 -0.597592
3.739771 	 2.557500 	 0.721541 	 0.979787 	 -0.597926
3.743763 	 2.560000 	 0.721021 	 0.980508 	 -0.598983
3.747764 	 2.562500 	 0.720242 	 0.981590 	 -0.599321
3.752762 	 2.565000 	 0.719466 	 0.982669 	 -0.599661
3.756764 	 2.567500 	 0.718690 	 0.983748 	 -0.600003
3.761763 	 2.570000 	 0.717917 	 0.984826 	 -0.600348
3.766762 	 2.572500 	 0.716888 	 0.986261 	 -0.599978
3.771762 	 2.575000 	 0.716374 	 0.986978 	 -0.601044
3.775761 	 2.577500 	 0.715605 	 0.988052 	 -0.601396
3.779762 	 2.580000 	 0.714838 	 0.989125 	 -0.601750
3.783762 	 2.582500 	 0.714583 	 0.989482 	 -0.603535
3.787761 	 2.585000 	 0.713817 	 0.990554 	 -0.603892
3.792762 	 2.587500 	 0.713308 	 0.991268 	 -0.604965
3.796760 	 2.590000 	 0.712546 	 0.992337 	 -0.605326
3.801760 	 2.592500 	 0.711785 	 0.993406 	 -0.605689
3.805761 	 2.595000 	 0.711279 	 0.994117 	 -0.606766
3.809759 	 2.597500 	 0.710773 	 0.994828 	 -0.607843
3.813758 	 2.600000 	 0.710268 	 0.995539 	 -0.608922
3.818759 	 2.602500 	 0.709512 	 0.996604 	 -0.609292
3.823759 	 2.605000 	 0.709260 	 0.996959 	 -0.611082
3.827760 	 2.607500 	 0.708507 	 0.998022 	 -0.611455
3.831759 	 2.610000 	 0.708005 	 0.998731 	 -0.612539
3.835758 	 2.612500 	 0.707504 	 0.999439 	 -0.613623
